DATE,Speard ,Yield
6/3/97,10 years - 2 years,0.43
6/4/97,10 years - 2 years,0.42
6/5/97,10 years - 2 years,0.42
6/6/97,10 years - 2 years,0.39
6/9/97,10 years - 2 years,0.4
6/10/97,10 years - 2 years,0.4
6/11/97,10 years - 2 years,0.37
6/12/97,10 years - 2 years,0.41
6/13/97,10 years - 2 years,0.4
6/16/97,10 years - 2 years,0.38
6/17/97,10 years - 2 years,0.38
6/18/97,10 years - 2 years,0.38
6/19/97,10 years - 2 years,0.36
6/20/97,10 years - 2 years,0.35
6/23/97,10 years - 2 years,0.36
6/24/97,10 years - 2 years,0.39
6/25/97,10 years - 2 years,0.4
6/26/97,10 years - 2 years,0.45
6/27/97,10 years - 2 years,0.43
6/30/97,10 years - 2 years,0.43
7/1/97,10 years - 2 years,0.43
7/2/97,10 years - 2 years,0.4
7/3/97,10 years - 2 years,0.38
7/4/97,10 years - 2 years,.
7/7/97,10 years - 2 years,0.35
7/8/97,10 years - 2 years,0.35
7/9/97,10 years - 2 years,0.35
7/10/97,10 years - 2 years,0.35
7/11/97,10 years - 2 years,0.34
7/14/97,10 years - 2 years,0.32
7/15/97,10 years - 2 years,0.34
7/16/97,10 years - 2 years,0.33
7/17/97,10 years - 2 years,0.32
7/18/97,10 years - 2 years,0.33
7/21/97,10 years - 2 years,0.33
7/22/97,10 years - 2 years,0.25
7/23/97,10 years - 2 years,0.29
7/24/97,10 years - 2 years,0.29
7/25/97,10 years - 2 years,0.31
7/28/97,10 years - 2 years,0.3
7/29/97,10 years - 2 years,0.32
7/30/97,10 years - 2 years,0.29
7/31/97,10 years - 2 years,0.28
8/1/97,10 years - 2 years,0.31
8/4/97,10 years - 2 years,0.32
8/5/97,10 years - 2 years,0.3
8/6/97,10 years - 2 years,0.3
8/7/97,10 years - 2 years,0.31
8/8/97,10 years - 2 years,0.36
8/11/97,10 years - 2 years,0.37
8/12/97,10 years - 2 years,0.39
8/13/97,10 years - 2 years,0.41
8/14/97,10 years - 2 years,0.35
8/15/97,10 years - 2 years,0.4
8/18/97,10 years - 2 years,0.39
8/19/97,10 years - 2 years,0.36
8/20/97,10 years - 2 years,0.36
8/21/97,10 years - 2 years,0.35
8/22/97,10 years - 2 years,0.4
8/25/97,10 years - 2 years,0.38
8/26/97,10 years - 2 years,0.39
8/27/97,10 years - 2 years,0.37
8/28/97,10 years - 2 years,0.36
8/29/97,10 years - 2 years,0.37
9/1/97,10 years - 2 years,.
9/2/97,10 years - 2 years,0.37
9/3/97,10 years - 2 years,0.37
9/4/97,10 years - 2 years,0.35
9/5/97,10 years - 2 years,0.39
9/8/97,10 years - 2 years,0.35
9/9/97,10 years - 2 years,0.36
9/10/97,10 years - 2 years,0.37
9/11/97,10 years - 2 years,0.39
9/12/97,10 years - 2 years,0.36
9/15/97,10 years - 2 years,0.35
9/16/97,10 years - 2 years,0.3
9/17/97,10 years - 2 years,0.31
9/18/97,10 years - 2 years,0.3
9/19/97,10 years - 2 years,0.28
9/22/97,10 years - 2 years,0.27
9/23/97,10 years - 2 years,0.3
9/24/97,10 years - 2 years,0.26
9/25/97,10 years - 2 years,0.28
9/26/97,10 years - 2 years,0.28
9/29/97,10 years - 2 years,0.3
9/30/97,10 years - 2 years,0.32
10/1/97,10 years - 2 years,0.29
10/2/97,10 years - 2 years,0.28
10/3/97,10 years - 2 years,0.29
10/6/97,10 years - 2 years,0.28
10/7/97,10 years - 2 years,0.27
10/8/97,10 years - 2 years,0.29
10/9/97,10 years - 2 years,0.29
10/10/97,10 years - 2 years,0.29
10/13/97,10 years - 2 years,.
10/14/97,10 years - 2 years,0.26
10/15/97,10 years - 2 years,0.26
10/16/97,10 years - 2 years,0.25
10/17/97,10 years - 2 years,0.26
10/20/97,10 years - 2 years,0.25
10/21/97,10 years - 2 years,0.22
10/22/97,10 years - 2 years,0.21
10/23/97,10 years - 2 years,0.25
10/24/97,10 years - 2 years,0.22
10/27/97,10 years - 2 years,0.29
10/28/97,10 years - 2 years,0.24
10/29/97,10 years - 2 years,0.24
10/30/97,10 years - 2 years,0.23
10/31/97,10 years - 2 years,0.21
11/3/97,10 years - 2 years,0.22
11/4/97,10 years - 2 years,0.22
11/5/97,10 years - 2 years,0.22
11/6/97,10 years - 2 years,0.2
11/7/97,10 years - 2 years,0.19
11/10/97,10 years - 2 years,0.18
11/11/97,10 years - 2 years,.
11/12/97,10 years - 2 years,0.19
11/13/97,10 years - 2 years,0.17
11/14/97,10 years - 2 years,0.16
11/17/97,10 years - 2 years,0.15
11/18/97,10 years - 2 years,0.14
11/19/97,10 years - 2 years,0.12
11/20/97,10 years - 2 years,0.11
11/21/97,10 years - 2 years,0.14
11/24/97,10 years - 2 years,0.15
11/25/97,10 years - 2 years,0.14
11/26/97,10 years - 2 years,0.12
11/27/97,10 years - 2 years,.
11/28/97,10 years - 2 years,0.1
12/1/97,10 years - 2 years,0.08
12/2/97,10 years - 2 years,0.08
12/3/97,10 years - 2 years,0.09
12/4/97,10 years - 2 years,0.13
12/5/97,10 years - 2 years,0.12
12/8/97,10 years - 2 years,0.11
12/9/97,10 years - 2 years,0.14
12/10/97,10 years - 2 years,0.15
12/11/97,10 years - 2 years,0.14
12/12/97,10 years - 2 years,0.11
12/15/97,10 years - 2 years,0.1
12/16/97,10 years - 2 years,0.09
12/17/97,10 years - 2 years,0.11
12/18/97,10 years - 2 years,0.08
12/19/97,10 years - 2 years,0.06
12/22/97,10 years - 2 years,0.03
12/23/97,10 years - 2 years,0.04
12/24/97,10 years - 2 years,0.09
12/25/97,10 years - 2 years,.
12/26/97,10 years - 2 years,0.06
12/29/97,10 years - 2 years,0.07
12/30/97,10 years - 2 years,0.09
12/31/97,10 years - 2 years,0.09
1/1/98,10 years - 2 years,.
1/2/98,10 years - 2 years,0.08
1/5/98,10 years - 2 years,0.05
1/6/98,10 years - 2 years,0.1
1/7/98,10 years - 2 years,0.13
1/8/98,10 years - 2 years,0.18
1/9/98,10 years - 2 years,0.23
1/12/98,10 years - 2 years,0.19
1/13/98,10 years - 2 years,0.16
1/14/98,10 years - 2 years,0.16
1/15/98,10 years - 2 years,0.19
1/16/98,10 years - 2 years,0.19
1/19/98,10 years - 2 years,.
1/20/98,10 years - 2 years,0.2
1/21/98,10 years - 2 years,0.21
1/22/98,10 years - 2 years,0.26
1/23/98,10 years - 2 years,0.28
1/26/98,10 years - 2 years,0.24
1/27/98,10 years - 2 years,0.24
1/28/98,10 years - 2 years,0.23
1/29/98,10 years - 2 years,0.22
1/30/98,10 years - 2 years,0.21
2/2/98,10 years - 2 years,0.21
2/3/98,10 years - 2 years,0.22
2/4/98,10 years - 2 years,0.25
2/5/98,10 years - 2 years,0.26
2/6/98,10 years - 2 years,0.24
2/9/98,10 years - 2 years,0.24
2/10/98,10 years - 2 years,0.23
2/11/98,10 years - 2 years,0.14
2/12/98,10 years - 2 years,0.13
2/13/98,10 years - 2 years,0.13
2/16/98,10 years - 2 years,.
2/17/98,10 years - 2 years,0.1
2/18/98,10 years - 2 years,0.12
2/19/98,10 years - 2 years,0.12
2/20/98,10 years - 2 years,0.13
2/23/98,10 years - 2 years,0.12
2/24/98,10 years - 2 years,0.12
2/25/98,10 years - 2 years,0.08
2/26/98,10 years - 2 years,0.07
2/27/98,10 years - 2 years,0.07
3/2/98,10 years - 2 years,0.12
3/3/98,10 years - 2 years,0.13
3/4/98,10 years - 2 years,0.13
3/5/98,10 years - 2 years,0.16
3/6/98,10 years - 2 years,0.15
3/9/98,10 years - 2 years,0.1
3/10/98,10 years - 2 years,0.12
3/11/98,10 years - 2 years,0.1
3/12/98,10 years - 2 years,0.06
3/13/98,10 years - 2 years,0.08
3/16/98,10 years - 2 years,0.07
3/17/98,10 years - 2 years,0.06
3/18/98,10 years - 2 years,0.06
3/19/98,10 years - 2 years,0.06
3/20/98,10 years - 2 years,0.05
3/23/98,10 years - 2 years,0.05
3/24/98,10 years - 2 years,0.08
3/25/98,10 years - 2 years,0.06
3/26/98,10 years - 2 years,0.06
3/27/98,10 years - 2 years,0.05
3/30/98,10 years - 2 years,0.07
3/31/98,10 years - 2 years,0.07
4/1/98,10 years - 2 years,0.07
4/2/98,10 years - 2 years,0.04
4/3/98,10 years - 2 years,0.05
4/6/98,10 years - 2 years,0.06
4/7/98,10 years - 2 years,0.08
4/8/98,10 years - 2 years,0.09
4/9/98,10 years - 2 years,0.09
4/10/98,10 years - 2 years,.
4/13/98,10 years - 2 years,0.07
4/14/98,10 years - 2 years,0.06
4/15/98,10 years - 2 years,0.05
4/16/98,10 years - 2 years,0.06
4/17/98,10 years - 2 years,0.05
4/20/98,10 years - 2 years,0.08
4/21/98,10 years - 2 years,0.08
4/22/98,10 years - 2 years,0.08
4/23/98,10 years - 2 years,0.08
4/24/98,10 years - 2 years,0.06
4/27/98,10 years - 2 years,0.09
4/28/98,10 years - 2 years,0.11
4/29/98,10 years - 2 years,0.1
4/30/98,10 years - 2 years,0.09
5/1/98,10 years - 2 years,0.08
5/4/98,10 years - 2 years,0.08
5/5/98,10 years - 2 years,0.09
5/6/98,10 years - 2 years,0.11
5/7/98,10 years - 2 years,0.11
5/8/98,10 years - 2 years,0.1
5/11/98,10 years - 2 years,0.13
5/12/98,10 years - 2 years,0.11
5/13/98,10 years - 2 years,0.05
5/14/98,10 years - 2 years,0.04
5/15/98,10 years - 2 years,0.05
5/18/98,10 years - 2 years,0.05
5/19/98,10 years - 2 years,0.06
5/20/98,10 years - 2 years,0.04
5/21/98,10 years - 2 years,0.02
5/22/98,10 years - 2 years,0.01
5/25/98,10 years - 2 years,.
5/26/98,10 years - 2 years,-0.02
5/27/98,10 years - 2 years,0.03
5/28/98,10 years - 2 years,0.01
5/29/98,10 years - 2 years,0.03
6/1/98,10 years - 2 years,0.01
6/2/98,10 years - 2 years,0.03
6/3/98,10 years - 2 years,0.02
6/4/98,10 years - 2 years,0.01
6/5/98,10 years - 2 years,0
6/8/98,10 years - 2 years,0
6/9/98,10 years - 2 years,-0.01
6/10/98,10 years - 2 years,-0.04
6/11/98,10 years - 2 years,-0.01
6/12/98,10 years - 2 years,0
6/15/98,10 years - 2 years,-0.05
6/16/98,10 years - 2 years,-0.05
6/17/98,10 years - 2 years,-0.01
6/18/98,10 years - 2 years,-0.03
6/19/98,10 years - 2 years,-0.05
6/22/98,10 years - 2 years,-0.06
6/23/98,10 years - 2 years,-0.04
6/24/98,10 years - 2 years,-0.03
6/25/98,10 years - 2 years,-0.07
6/26/98,10 years - 2 years,-0.05
6/29/98,10 years - 2 years,-0.04
6/30/98,10 years - 2 years,-0.05
7/1/98,10 years - 2 years,-0.02
7/2/98,10 years - 2 years,-0.02
7/3/98,10 years - 2 years,.
7/6/98,10 years - 2 years,-0.04
7/7/98,10 years - 2 years,-0.02
7/8/98,10 years - 2 years,-0.01
7/9/98,10 years - 2 years,-0.02
7/10/98,10 years - 2 years,0.01
7/13/98,10 years - 2 years,0.02
7/14/98,10 years - 2 years,0.03
7/15/98,10 years - 2 years,0.02
7/16/98,10 years - 2 years,0.04
7/17/98,10 years - 2 years,0.05
7/20/98,10 years - 2 years,0.02
7/21/98,10 years - 2 years,-0.01
7/22/98,10 years - 2 years,-0.02
7/23/98,10 years - 2 years,-0.01
7/24/98,10 years - 2 years,-0.03
7/27/98,10 years - 2 years,-0.01
7/28/98,10 years - 2 years,0.04
7/29/98,10 years - 2 years,0.03
7/30/98,10 years - 2 years,0.01
7/31/98,10 years - 2 years,0.01
8/3/98,10 years - 2 years,0
8/4/98,10 years - 2 years,0
8/5/98,10 years - 2 years,0.04
8/6/98,10 years - 2 years,0.05
8/7/98,10 years - 2 years,0.06
8/10/98,10 years - 2 years,0.07
8/11/98,10 years - 2 years,0.06
8/12/98,10 years - 2 years,0.08
8/13/98,10 years - 2 years,0.07
8/14/98,10 years - 2 years,0.06
8/17/98,10 years - 2 years,0.06
8/18/98,10 years - 2 years,0.05
8/19/98,10 years - 2 years,0.08
8/20/98,10 years - 2 years,0.06
8/21/98,10 years - 2 years,0.07
8/24/98,10 years - 2 years,0.08
8/25/98,10 years - 2 years,0.07
8/26/98,10 years - 2 years,0.14
8/27/98,10 years - 2 years,0.14
8/28/98,10 years - 2 years,0.16
8/31/98,10 years - 2 years,0.14
9/1/98,10 years - 2 years,0.19
9/2/98,10 years - 2 years,0.14
9/3/98,10 years - 2 years,0.12
9/4/98,10 years - 2 years,0.11
9/7/98,10 years - 2 years,.
9/8/98,10 years - 2 years,0.13
9/9/98,10 years - 2 years,0.16
9/10/98,10 years - 2 years,0.19
9/11/98,10 years - 2 years,0.17
9/14/98,10 years - 2 years,0.15
9/15/98,10 years - 2 years,0.17
9/16/98,10 years - 2 years,0.13
9/17/98,10 years - 2 years,0.1
9/18/98,10 years - 2 years,0.09
9/21/98,10 years - 2 years,0.06
9/22/98,10 years - 2 years,0.07
9/23/98,10 years - 2 years,0.17
9/24/98,10 years - 2 years,0.21
9/25/98,10 years - 2 years,0.17
9/28/98,10 years - 2 years,0.16
9/29/98,10 years - 2 years,0.12
9/30/98,10 years - 2 years,0.14
10/1/98,10 years - 2 years,0.16
10/2/98,10 years - 2 years,0.14
10/5/98,10 years - 2 years,0.12
10/6/98,10 years - 2 years,0.14
10/7/98,10 years - 2 years,0.22
10/8/98,10 years - 2 years,0.46
10/9/98,10 years - 2 years,0.58
10/12/98,10 years - 2 years,.
10/13/98,10 years - 2 years,0.6
10/14/98,10 years - 2 years,0.5
10/15/98,10 years - 2 years,0.45
10/16/98,10 years - 2 years,0.58
10/19/98,10 years - 2 years,0.57
10/20/98,10 years - 2 years,0.59
10/21/98,10 years - 2 years,0.47
10/22/98,10 years - 2 years,0.46
10/23/98,10 years - 2 years,0.5
10/26/98,10 years - 2 years,0.5
10/27/98,10 years - 2 years,0.51
10/28/98,10 years - 2 years,0.59
10/29/98,10 years - 2 years,0.54
10/30/98,10 years - 2 years,0.52
11/2/98,10 years - 2 years,0.51
11/3/98,10 years - 2 years,0.53
11/4/98,10 years - 2 years,0.4
11/5/98,10 years - 2 years,0.35
11/6/98,10 years - 2 years,0.34
11/9/98,10 years - 2 years,0.31
11/10/98,10 years - 2 years,0.31
11/11/98,10 years - 2 years,.
11/12/98,10 years - 2 years,0.3
11/13/98,10 years - 2 years,0.28
11/16/98,10 years - 2 years,0.29
11/17/98,10 years - 2 years,0.29
11/18/98,10 years - 2 years,0.22
11/19/98,10 years - 2 years,0.19
11/20/98,10 years - 2 years,0.16
11/23/98,10 years - 2 years,0.21
11/24/98,10 years - 2 years,0.21
11/25/98,10 years - 2 years,0.17
11/26/98,10 years - 2 years,.
11/27/98,10 years - 2 years,0.19
11/30/98,10 years - 2 years,0.2
12/1/98,10 years - 2 years,0.23
12/2/98,10 years - 2 years,0.23
12/3/98,10 years - 2 years,0.22
12/4/98,10 years - 2 years,0.16
12/7/98,10 years - 2 years,0.15
12/8/98,10 years - 2 years,0.14
12/9/98,10 years - 2 years,0.14
12/10/98,10 years - 2 years,0.14
12/11/98,10 years - 2 years,0.15
12/14/98,10 years - 2 years,0.16
12/15/98,10 years - 2 years,0.15
12/16/98,10 years - 2 years,0.18
12/17/98,10 years - 2 years,0.16
12/18/98,10 years - 2 years,0.13
12/21/98,10 years - 2 years,0.08
12/22/98,10 years - 2 years,0.11
12/23/98,10 years - 2 years,0.08
12/24/98,10 years - 2 years,0.08
12/25/98,10 years - 2 years,.
12/28/98,10 years - 2 years,0.05
12/29/98,10 years - 2 years,0.11
12/30/98,10 years - 2 years,0.09
12/31/98,10 years - 2 years,0.11
1/1/99,10 years - 2 years,.
1/4/99,10 years - 2 years,0.11
1/5/99,10 years - 2 years,0.1
1/6/99,10 years - 2 years,0.11
1/7/99,10 years - 2 years,0.14
1/8/99,10 years - 2 years,0.15
1/11/99,10 years - 2 years,0.16
1/12/99,10 years - 2 years,0.14
1/13/99,10 years - 2 years,0.13
1/14/99,10 years - 2 years,0.16
1/15/99,10 years - 2 years,0.1
1/18/99,10 years - 2 years,.
1/19/99,10 years - 2 years,0.09
1/20/99,10 years - 2 years,0.1
1/21/99,10 years - 2 years,0.07
1/22/99,10 years - 2 years,0.05
1/25/99,10 years - 2 years,0.08
1/26/99,10 years - 2 years,0.06
1/27/99,10 years - 2 years,0.11
1/28/99,10 years - 2 years,0.09
1/29/99,10 years - 2 years,0.08
2/1/99,10 years - 2 years,0.1
2/2/99,10 years - 2 years,0.09
2/3/99,10 years - 2 years,0.11
2/4/99,10 years - 2 years,0.12
2/5/99,10 years - 2 years,0.14
2/8/99,10 years - 2 years,0.14
2/9/99,10 years - 2 years,0.12
2/10/99,10 years - 2 years,0.13
2/11/99,10 years - 2 years,0.13
2/12/99,10 years - 2 years,0.15
2/15/99,10 years - 2 years,.
2/16/99,10 years - 2 years,0.1
2/17/99,10 years - 2 years,0.09
2/18/99,10 years - 2 years,0.11
2/19/99,10 years - 2 years,0.12
2/22/99,10 years - 2 years,0.12
2/23/99,10 years - 2 years,0.1
2/24/99,10 years - 2 years,0.13
2/25/99,10 years - 2 years,0.17
2/26/99,10 years - 2 years,0.16
3/1/99,10 years - 2 years,0.2
3/2/99,10 years - 2 years,0.17
3/3/99,10 years - 2 years,0.2
3/4/99,10 years - 2 years,0.21
3/5/99,10 years - 2 years,0.2
3/8/99,10 years - 2 years,0.17
3/9/99,10 years - 2 years,0.16
3/10/99,10 years - 2 years,0.16
3/11/99,10 years - 2 years,0.16
3/12/99,10 years - 2 years,0.16
3/15/99,10 years - 2 years,0.16
3/16/99,10 years - 2 years,0.14
3/17/99,10 years - 2 years,0.13
3/18/99,10 years - 2 years,0.12
3/19/99,10 years - 2 years,0.13
3/22/99,10 years - 2 years,0.13
3/23/99,10 years - 2 years,0.17
3/24/99,10 years - 2 years,0.19
3/25/99,10 years - 2 years,0.19
3/26/99,10 years - 2 years,0.22
3/29/99,10 years - 2 years,0.26
3/30/99,10 years - 2 years,0.24
3/31/99,10 years - 2 years,0.26
4/1/99,10 years - 2 years,0.26
4/2/99,10 years - 2 years,0.24
4/5/99,10 years - 2 years,0.24
4/6/99,10 years - 2 years,0.2
4/7/99,10 years - 2 years,0.21
4/8/99,10 years - 2 years,0.17
4/9/99,10 years - 2 years,0.17
4/12/99,10 years - 2 years,0.13
4/13/99,10 years - 2 years,0.18
4/14/99,10 years - 2 years,0.18
4/15/99,10 years - 2 years,0.21
4/16/99,10 years - 2 years,0.21
4/19/99,10 years - 2 years,0.19
4/20/99,10 years - 2 years,0.21
4/21/99,10 years - 2 years,0.18
4/22/99,10 years - 2 years,0.2
4/23/99,10 years - 2 years,0.22
4/26/99,10 years - 2 years,0.19
4/27/99,10 years - 2 years,0.18
4/28/99,10 years - 2 years,0.25
4/29/99,10 years - 2 years,0.27
4/30/99,10 years - 2 years,0.28
5/3/99,10 years - 2 years,0.3
5/4/99,10 years - 2 years,0.3
5/5/99,10 years - 2 years,0.31
5/6/99,10 years - 2 years,0.33
5/7/99,10 years - 2 years,0.35
5/10/99,10 years - 2 years,0.39
5/11/99,10 years - 2 years,0.4
5/12/99,10 years - 2 years,0.32
5/13/99,10 years - 2 years,0.29
5/14/99,10 years - 2 years,0.32
5/17/99,10 years - 2 years,0.35
5/18/99,10 years - 2 years,0.3
5/19/99,10 years - 2 years,0.23
5/20/99,10 years - 2 years,0.25
5/21/99,10 years - 2 years,0.22
5/24/99,10 years - 2 years,0.22
5/25/99,10 years - 2 years,0.19
5/26/99,10 years - 2 years,0.22
5/27/99,10 years - 2 years,0.19
5/28/99,10 years - 2 years,0.22
5/31/99,10 years - 2 years,.
6/1/99,10 years - 2 years,0.24
6/2/99,10 years - 2 years,0.25
6/3/99,10 years - 2 years,0.26
6/4/99,10 years - 2 years,0.26
6/7/99,10 years - 2 years,0.25
6/8/99,10 years - 2 years,0.26
6/9/99,10 years - 2 years,0.26
6/10/99,10 years - 2 years,0.26
6/11/99,10 years - 2 years,0.32
6/14/99,10 years - 2 years,0.32
6/15/99,10 years - 2 years,0.32
6/16/99,10 years - 2 years,0.33
6/17/99,10 years - 2 years,0.3
6/18/99,10 years - 2 years,0.28
6/21/99,10 years - 2 years,0.28
6/22/99,10 years - 2 years,0.29
6/23/99,10 years - 2 years,0.3
6/24/99,10 years - 2 years,0.3
6/25/99,10 years - 2 years,0.29
